🕘️更新时间,#genre#
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC动作电影,http://192.151.150.154/live/chcdz.m3u8
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC影迷电影,http://192.151.150.154/live/chchd.m3u8
重温经典,http://cdn6.163189.xyz/163189/cwjd
华数4K,http://115.171.216.32:4000/rtp/225.1.8.80:2000

4K频道,#genre#
CCTV4K,http://192.151.150.154/live/cctv4k.m3u8
CCTV4K,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227140/index.m3u8
浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8

地方频道,#genre#

数字频道,#genre#
NewTV-军旅剧场,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010079

其他频道,#genre#
金鹰卡通,http://220.176.218.4:9000/rtp/239.252.219.69:5140
卡酷少儿,http://204.12.221.218:8181/3m1080p/btvkk.m3u8
卡酷少儿,http://192.151.150.154/live/btvkk.m3u8
快乐垂钓,http://121.29.215.51:2083/rtp/239.253.93.213:6391
快乐垂钓,http://115.171.216.32:4000/rtp/225.1.8.71:8002
快乐垂钓,http://171.8.168.41:8800/rtp/239.16.20.67:10670
快乐垂钓,http://60.4.29.80:8077/rtp/239.253.93.213:6391
金鹰纪实,http://115.171.216.32:4000/rtp/225.1.8.31:8156
金鹰纪实,http://171.8.168.41:8800/rtp/239.16.20.153:11530
梨园频道,http://60.4.29.80:8077/rtp/239.253.93.133:6441
梨园频道,http://220.176.218.4:9000/udp/239.252.220.179:5140
梨园频道,http://121.29.215.51:2083/rtp/239.253.93.133:6441
生活时尚,http://171.8.168.41:8800/rtp/239.16.20.114:11140
文物宝库,http://121.29.215.51:2083/rtp/239.253.93.180:6437
睛彩篮球,http://183.236.43.98:4013/udp/239.77.1.21:5146
睛彩青少,http://183.236.43.98:4013/udp/239.77.1.22:5146
五星体育,http://82.156.243.185:54321/wxty.php
天元围棋,http://192.151.150.154/live/gztywq.m3u8
天元围棋,http://204.12.221.218:8181/3m1080p/gztywq.m3u8
武术世界,http://60.4.29.80:8077/rtp/239.253.93.46:6434
中国交通,http://60.4.29.80:8077/rtp/239.253.93.189:6357
中国交通,http://121.29.215.51:2083/rtp/239.253.93.189:6357
中国天气,http://220.176.218.4:9000/rtp/239.252.219.143:5140
